Address,Occupied,Vacant,Owned_Loan,Owned_Clear,Renter_Occupied,TotalVacant_HUnits,ForRent,Rented_NotOccupied,ForSale,Sold_NotOccupied,Occasional_Use,MigrantWorkers,OtherVacant,H_White,H_AfricanAmerican,H_AmerIndian_Alaska,H_Asian,H_Hawaiian_Pacific,H_OtherRace,H_TwoOrMore_Races,Pop_Occ_HUnits,H_1P,H_2P,H_3P,H_4P,H_5P,H_6P,H_7MP,Owner_Occupied,Owner_Child_U18,Owner_NoChild_U18,Renter_Occupied,Renter_Child_U18,Renter_NoChild_U18,VacancyStatus_A,VacancyStatus_NA
"200 block wilson st, Syracuse, NY",49,5,16,9,24,5,1,0,1,1,0,0,2,42,2,0,2,0,2,1,110,19,14,7,3,6,0,0,25,5,20,24,9,15,0,5
"200 block wolf st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200 block woodbine av, Syracuse, NY",108,7,31,11,66,7,2,1,0,1,0,0,3,81,16,4,3,0,1,3,224,53,24,10,13,7,1,0,42,15,27,66,12,54,0,7
"200 block woodlawn ter, Syracuse, NY",45,3,20,9,16,3,2,0,0,0,0,0,1,37,4,1,2,0,1,0,103,16,14,7,4,3,0,1,29,3,26,16,6,10,0,3
"200 block woodruff av, Syracuse, NY",47,7,10,6,31,7,1,0,4,0,0,0,2,35,6,2,1,0,0,3,115,20,10,10,1,0,2,4,16,4,12,31,9,22,0,7
"200 block wyoming st, Syracuse, NY",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
"2000 block colvin st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2000 block erie blvd e, Syracuse, NY",110,8,9,2,99,8,3,1,0,0,1,0,3,47,53,0,5,1,0,4,213,56,27,12,9,5,1,0,11,6,5,99,28,71,0,8
"2000 block genesee st e, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2000 block grant blvd, Syracuse, NY",32,5,14,7,11,5,0,0,0,1,0,0,4,29,3,0,0,0,0,0,68,9,14,6,2,1,0,0,21,7,14,11,5,6,0,5
"2000 block james st, Syracuse, NY",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"2000 block lodi st, Syracuse, NY",90,27,6,13,71,27,9,0,0,0,0,0,18,48,21,1,17,0,2,1,228,39,14,16,8,3,6,4,19,3,16,71,31,40,0,27
"2000 block south av, Syracuse, NY",64,4,30,11,23,4,2,0,1,0,0,0,1,29,31,0,0,0,3,1,163,22,16,13,7,2,1,3,41,13,28,23,12,11,0,4
"2100 block erie blvd e, Syracuse, NY",43,10,12,0,31,10,5,0,0,0,0,0,5,15,28,0,0,0,0,0,113,15,8,6,9,4,0,1,12,3,9,31,15,16,0,10
"2100 block fayette st e, Syracuse, NY",5,0,1,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,2,2,0,1,0,0,0,3,0,3,2,1,1,0,0
"2100 block geddes st s, Syracuse, NY",13,4,6,3,4,4,2,0,0,0,0,0,2,13,0,0,0,0,0,0,27,6,3,1,3,0,0,0,9,4,5,4,1,3,0,4
"2100 block genesee st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2100 block grant blvd, Syracuse, NY",61,10,21,12,28,10,5,1,1,0,0,0,3,49,6,0,1,0,1,4,146,18,19,12,8,3,0,1,33,9,24,28,10,18,1,9
"2100 block park st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2100 block salina st s, Syracuse, NY",3,1,0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,3,0,3,0,1
"2100 block state st s, Syracuse, NY",17,2,4,3,10,2,1,0,0,0,0,0,1,1,14,0,0,0,2,0,56,5,3,3,1,0,3,2,7,3,4,10,6,4,0,2
"2200 block fayette st e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200 block lodi st, Syracuse, NY",46,5,1,2,43,5,5,0,0,0,0,0,0,32,7,3,2,0,0,2,108,18,10,5,10,3,0,0,3,2,1,43,14,29,0,5
"2200 block salina st s, Syracuse, NY",56,14,16,12,28,14,2,0,0,0,0,0,12,9,41,0,0,0,0,6,161,16,7,13,12,4,4,0,28,9,19,28,20,8,0,14
"2300 block erie blvd e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300 block genesee st e, Syracuse, NY",42,15,11,9,22,15,2,0,0,0,0,0,13,11,30,0,0,0,0,1,146,5,15,3,8,5,1,5,20,6,14,22,17,5,3,12
"2300 block grant blvd, Syracuse, NY",56,0,26,9,21,0,0,0,0,0,0,0,0,47,7,0,0,0,0,2,135,14,22,10,7,1,1,1,35,7,28,21,8,13,0,0
"2300 block james st, Syracuse, NY",156,9,81,40,35,9,3,0,2,0,0,0,4,146,7,2,0,0,0,1,336,51,61,24,11,7,2,0,121,27,94,35,9,26,0,9
"2300 block lodi st, Syracuse, NY",39,9,2,7,30,9,3,0,2,0,0,0,4,25,8,0,4,0,0,2,88,12,17,2,5,2,1,0,9,1,8,30,12,18,0,9
"2300 block state st s, Syracuse, NY",37,11,9,5,23,11,2,0,2,0,0,0,7,5,30,0,0,0,0,2,102,12,10,4,2,6,2,1,14,3,11,23,11,12,0,11
"2400 block grant blvd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400 block james st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2400 block midland av, Syracuse, NY",113,24,33,23,57,24,3,0,1,1,0,0,19,26,75,2,0,0,4,6,349,26,19,27,16,17,4,4,56,25,31,57,30,27,0,24
"2400 block salina st s, Syracuse, NY",42,4,11,9,22,4,0,0,0,0,0,0,4,5,35,0,1,0,1,0,139,9,10,8,5,3,3,4,20,8,12,22,9,13,0,4
"2400 block south av, Syracuse, NY",59,1,35,14,10,1,0,0,1,0,0,0,0,41,14,1,0,0,2,1,147,18,20,8,5,5,1,2,49,14,35,10,4,6,0,1
"2500 block bellevue av, Syracuse, NY",50,1,34,15,1,1,0,0,0,0,0,0,1,50,0,0,0,0,0,0,97,21,17,6,6,0,0,0,49,8,41,1,0,1,0,1
"2500 block lodi st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600 block burnet av, Syracuse, NY",28,3,13,13,2,3,0,0,1,0,1,0,1,16,12,0,0,0,0,0,65,9,10,5,1,2,0,1,26,6,20,2,1,1,0,3
"2600 block erie blvd e, Syracuse, NY",96,15,7,3,86,15,14,0,0,0,0,0,1,43,41,0,2,0,3,7,129,75,12,6,3,0,0,0,10,2,8,86,5,81,0,15
"2600 block genesee st e, Syracuse, NY",86,1,44,6,36,1,0,0,1,0,0,0,0,35,41,0,2,0,0,8,235,17,26,18,18,4,1,2,50,16,34,36,18,18,0,1
"2600 block lodi st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600 block midland av, Syracuse, NY",23,1,13,7,3,1,0,0,1,0,0,0,0,11,9,0,0,0,0,3,59,5,7,6,3,2,0,0,20,8,12,3,3,0,0,1
"2600 block salina st s, Syracuse, NY",55,12,7,8,40,12,8,0,0,0,0,0,4,7,42,1,0,0,0,5,128,17,18,11,3,6,0,0,15,3,12,40,18,22,1,11
"2700 block burnet av, Syracuse, NY",53,1,17,12,24,1,0,0,0,0,0,0,1,46,4,1,1,0,0,1,98,22,21,7,2,1,0,0,29,4,25,24,6,18,0,1
"2700 block erie blvd e, Syracuse, NY",73,6,46,18,9,6,1,0,2,0,1,0,2,33,39,0,0,0,0,1,167,25,27,9,4,6,0,2,64,10,54,9,3,6,0,6
"2700 block lodi st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2800 block burnet av, Syracuse, NY",19,2,4,6,9,2,0,0,0,0,0,0,2,17,1,1,0,0,0,0,37,11,0,6,2,0,0,0,10,1,9,9,3,6,1,1
"2800 block erie blvd e, Syracuse, NY",36,0,8,1,27,0,0,0,0,0,0,0,0,33,2,0,1,0,0,0,59,20,11,4,0,1,0,0,9,2,7,27,4,23,0,0
"2800 block genesee st e, Syracuse, NY",27,0,14,13,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,57,3,19,4,1,0,0,0,27,2,25,0,0,0,0,0
"2800 block james st, Syracuse, NY",208,12,60,29,119,12,5,0,1,0,0,0,6,172,24,5,0,0,3,4,447,86,65,22,16,16,2,1,89,25,64,119,25,94,0,12
"2800 block salina st s, Syracuse, NY",41,21,4,7,30,21,20,0,0,0,0,0,1,3,33,2,0,0,3,0,98,14,9,10,5,2,1,0,11,1,10,30,17,13,1,20
"2900 block burnet av, Syracuse, NY",42,5,6,4,32,5,3,0,0,0,0,0,2,31,8,1,0,0,0,2,66,27,9,3,3,0,0,0,10,0,10,32,6,26,0,5
"2900 block erie blvd e, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2900 block erie blvd, Syracuse, NY",291,38,70,40,181,38,28,0,1,0,0,0,9,206,65,8,0,0,6,6,611,127,83,35,24,18,3,1,110,26,84,181,48,133,1,37
"2900 block genesee st e, Syracuse, NY",15,5,10,4,1,5,0,0,2,1,2,0,0,14,1,0,0,0,0,0,28,6,5,4,0,0,0,0,14,3,11,1,0,1,0,5
"2900 block james st, Syracuse, NY",83,7,26,12,45,7,3,0,3,0,1,0,0,69,11,1,1,0,0,1,153,35,32,11,4,1,0,0,38,5,33,45,11,34,1,6
"2900 block salina st s, Syracuse, NY",10,0,9,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,26,2,4,2,1,0,1,0,9,3,6,1,0,1,0,0
"300 block allen st, Syracuse, NY",19,3,6,0,13,3,2,0,0,0,0,0,1,2,17,0,0,0,0,0,65,2,1,10,2,3,0,1,6,3,3,13,10,3,0,3
"300 block arlington av, Syracuse, NY",25,5,13,3,9,5,1,0,0,0,0,0,4,14,8,0,0,0,3,0,81,4,5,7,4,2,1,2,16,6,10,9,6,3,0,5
"300 block arthur st, Syracuse, NY",61,2,19,10,32,2,0,0,0,0,0,0,2,28,21,1,0,0,7,4,185,14,15,14,11,2,0,5,29,8,21,32,22,10,0,2
"300 block ash st, Syracuse, NY",30,7,3,3,24,7,5,1,0,0,0,0,1,16,3,0,9,0,1,1,115,5,4,7,1,5,7,1,6,2,4,24,14,10,0,7
"300 block audobon pkwy, Syracuse, NY",37,1,20,13,4,1,0,0,1,0,0,0,0,20,17,0,0,0,0,0,112,12,9,2,6,2,3,3,33,12,21,4,2,2,0,1
"300 block audubon pkwy, Syracuse, NY",37,1,20,13,4,1,0,0,1,0,0,0,0,20,17,0,0,0,0,0,112,12,9,2,6,2,3,3,33,12,21,4,2,2,0,1
"300 block avery av, Syracuse, NY",2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"300 block baker av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block ballantyne rd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block barrington rd, Syracuse, NY",18,0,10,7,1,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,36,8,5,2,3,0,0,0,17,4,13,1,1,0,0,0
"300 block basin st, Syracuse, NY",32,4,3,4,25,4,3,0,0,0,0,0,1,20,7,0,2,0,3,0,67,16,6,6,2,1,0,1,7,2,5,25,7,18,0,4
"300 block bear st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block beard av w, Syracuse, NY",65,3,21,5,39,3,1,0,1,0,1,0,0,20,41,1,0,0,1,2,203,12,16,12,11,9,2,3,26,9,17,39,29,10,0,3
"300 block beattie st, Syracuse, NY",31,6,5,3,23,6,4,0,0,0,2,0,0,14,15,0,0,0,1,1,57,14,11,3,3,0,0,0,8,2,6,23,7,16,3,3
"300 block beech st s, Syracuse, NY",83,5,2,2,79,5,0,0,0,0,0,0,5,39,39,0,3,0,0,2,115,65,10,4,2,2,0,0,4,1,3,79,7,72,1,4
"300 block beecher st, Syracuse, NY",62,11,15,2,45,11,2,0,4,0,0,0,5,40,15,0,1,0,3,3,147,21,21,9,5,3,1,2,17,6,11,45,16,29,0,11
"300 block brighton av e, Syracuse, NY",36,4,0,1,35,4,4,0,0,0,0,0,0,27,4,0,4,0,0,1,90,9,13,6,4,3,1,0,1,0,1,35,3,32,0,4
"300 block broad st, Syracuse, NY",28,2,7,3,18,2,0,0,0,0,0,0,2,2,24,0,0,0,2,0,100,4,6,3,7,4,3,1,10,1,9,18,16,2,0,2
"300 block bryant av, Syracuse, NY",5,0,1,2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,2,1,2,0,0,0,0,3,1,2,2,1,1,0,0
"300 block burdick av, Syracuse, NY",17,2,1,2,14,2,0,0,0,0,0,0,2,15,0,0,0,0,2,0,28,10,5,0,2,0,0,0,3,0,3,14,3,11,0,2
"300 block burnet av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block burt st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block calthrop av w, Syracuse, NY",23,2,2,1,20,2,0,0,2,0,0,0,0,8,14,1,0,0,0,0,74,6,3,4,6,1,2,1,3,0,3,20,13,7,0,2
"300 block catherine st, Syracuse, NY",57,12,3,3,51,12,7,0,1,0,1,0,3,37,17,1,0,0,0,2,117,25,18,5,5,3,1,0,6,0,6,51,14,37,0,12
"300 block cayuga st, Syracuse, NY",64,8,11,7,46,8,6,1,0,0,0,0,1,59,3,1,1,0,0,0,115,34,14,12,3,1,0,0,18,7,11,46,6,40,2,6
"300 block clairmonte av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block cleveland av, Syracuse, NY",112,9,42,20,50,9,2,0,1,0,0,0,6,99,10,0,0,0,1,2,281,32,36,20,13,6,2,3,62,16,46,50,24,26,1,8
"300 block clinton st s, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block collingwood av n, Syracuse, NY",2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0
"300 block comstock av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block coolidge av, Syracuse, NY",41,15,12,4,25,15,1,0,0,2,2,0,10,2,33,0,0,0,3,3,131,6,9,8,11,4,2,1,16,9,7,25,14,11,0,15
"300 block cortland av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block court st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block craig st, Syracuse, NY",70,16,7,8,55,16,11,1,2,0,0,0,2,28,26,1,10,0,1,4,224,19,12,12,8,12,1,6,15,5,10,55,30,25,0,16
"300 block crawford av, Syracuse, NY",29,1,16,9,4,1,0,0,0,0,0,0,1,28,1,0,0,0,0,0,57,9,15,2,3,0,0,0,25,4,21,4,1,3,0,1
"300 block crossett st, Syracuse, NY",20,0,15,5,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,57,1,10,3,4,1,1,0,20,7,13,0,0,0,0,0
"300 block crouse av n, Syracuse, NY",3,2,0,0,3,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,2
"300 block crouse av s, Syracuse, NY",8,2,4,2,2,2,0,0,0,0,0,0,2,4,3,0,0,0,0,1,18,5,1,0,1,0,0,1,6,2,4,2,0,2,0,2
"300 block darlington rd, Syracuse, NY",26,0,13,3,10,0,0,0,0,0,0,0,0,24,1,0,0,0,0,1,60,9,7,7,1,1,0,1,16,3,13,10,4,6,0,0
"300 block delaware st, Syracuse, NY",106,11,13,7,86,11,0,1,0,0,0,0,10,31,55,5,1,0,8,6,292,32,26,20,7,12,4,5,20,5,15,86,45,41,1,10
"300 block dewitt st, Syracuse, NY",22,6,14,6,2,6,0,0,2,0,3,0,1,20,1,0,1,0,0,0,40,8,12,1,0,1,0,0,20,2,18,2,0,2,0,6
"300 block division st e, Syracuse, NY",14,4,3,2,9,4,1,0,1,0,1,0,1,7,6,0,0,0,1,0,55,3,3,1,1,2,1,3,5,0,5,9,7,2,0,4
"300 block erie blvd e, Syracuse, NY",57,4,0,0,57,4,3,0,0,0,1,0,0,42,4,0,8,0,0,3,69,46,10,1,0,0,0,0,0,0,0,57,0,57,0,4
"300 block erie st, Syracuse, NY",106,7,14,8,84,7,7,0,0,0,0,0,0,82,15,2,0,0,2,5,195,50,36,10,7,3,0,0,22,6,16,84,16,68,0,7
"300 block essex st, Syracuse, NY",12,0,5,1,6,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,23,5,5,1,0,1,0,0,6,0,6,6,2,4,0,0
"300 block euclid av, Syracuse, NY",43,1,3,5,35,1,0,0,0,0,0,0,1,34,2,0,5,0,0,2,116,5,10,22,5,1,0,0,8,1,7,35,3,32,1,0
"300 block eureka st, Syracuse, NY",95,26,15,18,62,26,12,0,0,0,0,0,14,64,25,1,0,0,3,2,273,25,22,21,12,8,3,4,33,6,27,62,38,24,1,25
"300 block fayette blvd w, Syracuse, NY",90,24,16,7,67,24,20,0,0,0,0,0,4,67,19,0,2,0,1,1,163,45,26,12,5,2,0,0,23,6,17,67,15,52,0,24
"300 block fayette st e, Syracuse, NY",45,5,18,8,19,5,2,0,2,0,0,0,1,41,3,0,1,0,0,0,103,19,9,8,6,1,1,1,26,6,20,19,5,14,0,5
"300 block fayette st w, Syracuse, NY",65,5,18,8,39,5,4,0,0,0,0,0,1,57,7,0,0,0,0,1,100,42,13,8,2,0,0,0,26,1,25,39,5,34,0,5
"300 block fellows av, Syracuse, NY",30,1,18,10,2,1,0,0,0,0,0,0,1,24,5,0,1,0,0,0,59,10,14,3,3,0,0,0,28,6,22,2,1,1,0,1
"300 block first north st, Syracuse, NY",20,0,11,4,5,0,0,0,0,0,0,0,0,12,4,0,3,0,1,0,59,3,10,1,2,3,0,1,15,4,11,5,3,2,0,0
"300 block florence av e, Syracuse, NY",34,6,19,7,8,6,3,0,0,0,0,0,3,32,1,0,1,0,0,0,83,12,9,4,5,3,1,0,26,6,20,8,2,6,0,6
"300 block forest hill dr, Syracuse, NY",41,3,25,6,10,3,0,0,2,0,1,0,0,37,2,0,2,0,0,0,85,19,11,5,2,3,1,0,31,5,26,10,1,9,0,3
"300 block garfield av, Syracuse, NY",24,2,5,8,11,2,0,0,0,0,0,0,2,0,24,0,0,0,0,0,70,5,7,3,6,1,1,1,13,4,9,11,4,7,0,2
"300 block geddes st s, Syracuse, NY",73,8,21,6,46,8,4,1,0,0,0,0,3,59,10,1,1,0,0,2,135,37,20,8,6,2,0,0,27,7,20,46,5,41,0,8
"300 block genesee park dr, Syracuse, NY",15,3,10,3,2,3,2,0,0,0,0,0,1,9,6,0,0,0,0,0,28,7,6,1,0,0,1,0,13,1,12,2,1,1,0,3
"300 block genesee st w, Syracuse, NY",76,5,37,24,15,5,0,0,1,0,0,0,4,70,4,0,0,0,0,2,164,28,22,17,6,2,0,1,61,13,48,15,5,10,0,5
"300 block gertrude st, Syracuse, NY",17,11,5,3,9,11,0,0,9,0,0,0,2,13,2,0,0,0,0,2,47,6,4,1,1,4,1,0,8,2,6,9,4,5,0,11
"300 block gifford st, Syracuse, NY",33,24,0,0,33,24,12,0,0,0,0,0,12,15,15,0,0,0,2,1,52,21,7,3,2,0,0,0,0,0,0,33,7,26,0,24
"300 block goodrich av, Syracuse, NY",13,0,0,0,13,0,0,0,0,0,0,0,0,8,1,0,2,0,0,2,26,1,11,1,0,0,0,0,0,0,0,13,0,13,0,0
"300 block grant av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block greenwood pl, Syracuse, NY",119,14,8,5,106,14,10,0,0,0,2,0,2,83,17,3,12,0,1,3,322,30,28,25,24,9,2,1,13,2,11,106,6,100,1,13
"300 block hamilton st, Syracuse, NY",60,4,14,6,40,4,3,0,0,0,0,0,1,57,2,0,0,0,1,0,131,28,14,5,7,4,2,0,20,5,15,40,12,28,0,4
"300 block hartson st, Syracuse, NY",178,23,10,13,155,23,2,1,4,2,0,0,14,124,34,1,2,0,10,7,349,115,14,18,13,11,5,2,23,7,16,155,39,116,1,22
"300 block hawley av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block helen st, Syracuse, NY",69,3,25,19,25,3,1,0,1,0,0,0,1,62,5,0,0,0,0,2,156,23,23,9,11,2,1,0,44,7,37,25,10,15,0,3
"300 block herkimer st, Syracuse, NY",57,3,16,10,31,3,1,0,0,0,0,0,2,52,4,0,0,0,0,1,145,17,16,9,9,5,0,1,26,6,20,31,14,17,0,3
"300 block hiawatha blvd w, Syracuse, NY",7,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,15,3,1,2,1,0,0,0,0,0,0,7,3,4,0,0
"300 block hiawatha blvd, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block hickok av, Syracuse, NY",80,3,16,7,57,3,2,0,1,0,0,0,0,67,11,0,1,0,0,1,185,25,27,14,9,4,0,1,23,6,17,57,20,37,0,3
"300 block hillsdale av, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block hixson av, Syracuse, NY",53,11,27,7,19,11,2,1,5,0,0,0,3,46,2,2,2,0,1,0,113,20,19,9,2,0,1,2,34,7,27,19,6,13,0,11
"300 block jamesville av, Syracuse, NY",223,27,11,5,207,27,25,0,0,0,0,0,2,68,101,0,48,0,1,5,469,100,52,34,26,7,4,0,16,3,13,207,74,133,0,27
"300 block jefferson st w, Syracuse, NY",25,2,11,5,9,2,0,0,2,0,0,0,0,23,0,0,0,0,1,1,59,6,9,6,3,1,0,0,16,5,11,9,7,2,1,1
"300 block john st, Syracuse, NY",17,0,6,0,11,0,0,0,0,0,0,0,0,14,1,2,0,0,0,0,40,6,5,3,2,0,0,1,6,1,5,11,5,6,0,0
"300 block kellogg st, Syracuse, NY",12,1,3,0,9,1,1,0,0,0,0,0,0,2,6,1,0,0,2,1,40,2,1,4,2,2,1,0,3,1,2,9,6,3,0,1
"300 block kennedy st w, Syracuse, NY",48,1,19,7,22,1,0,0,0,0,0,0,1,43,5,0,0,0,0,0,102,18,19,3,5,2,0,1,26,9,17,22,4,18,0,1
"300 block kenwood av, Syracuse, NY",24,1,13,10,1,1,0,0,0,0,0,0,1,24,0,0,0,0,0,0,53,7,8,6,3,0,0,0,23,3,20,1,0,1,0,1
"300 block kirkpatrick st w, Syracuse, NY",57,2,33,17,7,2,0,0,0,0,0,0,2,56,1,0,0,0,0,0,111,23,21,7,5,1,0,0,50,8,42,7,3,4,0,2
"300 block kramer dr, Syracuse, NY",24,0,17,6,1,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,47,8,13,0,2,1,0,0,23,4,19,1,1,0,0,0
"300 block lemoyne av, Syracuse, NY",15,0,2,1,12,0,0,0,0,0,0,0,0,7,7,0,0,0,1,0,47,5,1,2,5,1,0,1,3,1,2,12,8,4,0,0
"300 block lennox av, Syracuse, NY",70,1,42,8,20,1,0,0,0,0,0,0,1,62,3,0,2,0,1,2,175,16,24,17,6,6,1,0,50,17,33,20,5,15,0,1
"300 block lewis st, Syracuse, NY",112,13,29,13,70,13,7,1,0,1,1,0,3,97,9,2,0,0,1,3,200,63,28,8,9,3,1,0,42,7,35,70,11,59,1,12
"300 block lewiston dr, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block lexington av, Syracuse, NY",60,12,2,2,56,12,10,0,0,0,0,0,2,15,43,0,0,0,2,0,112,34,10,11,2,1,2,0,4,1,3,56,17,39,1,11
"300 block loma av, Syracuse, NY",35,1,25,8,2,1,0,0,0,0,0,0,1,32,1,0,2,0,0,0,90,8,10,9,6,1,1,0,33,11,22,2,2,0,0,1
"300 block lowell av s, Syracuse, NY",57,3,30,12,15,3,1,0,0,0,0,0,2,52,2,0,1,0,0,2,118,19,25,5,6,2,0,0,42,7,35,15,2,13,0,3
"300 block lynch av, Syracuse, NY",18,0,11,6,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,52,2,6,5,2,3,0,0,17,6,11,1,1,0,0,0
"300 block marcellus st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block marshall st, Syracuse, NY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300 block mcbride st n, Syracuse, NY",32,1,20,9,3,1,0,0,0,0,0,0,1,25,3,1,2,0,0,1,82,6,14,6,3,1,1,1,29,9,20,3,1,2,0,1
